D=0.0 mm/w,D=0.25 mm/w,D=0.5 mm/w,D=0.75 mm/w,D=1.0 mm/w
4.033449306367968,4.035609271484021,4.0542431011891455,4.100736079783129,4.182151452965653
4.03816666144329,4.040474633781537,4.060905910600825,4.111773343044142,4.200511993491194
4.0433115435355305,4.045762296382545,4.068071530681356,4.123499929420264,4.219834210999171
4.048901495046887,4.051487922064461,4.0757537996326,4.135925377790213,4.24011801681528
4.054953770674673,4.057666795881469,4.083966026123042,4.149058480857506,4.2613624169287405
4.061485330558979,4.06431382173121,4.09272099979843,4.162907330062976,4.283565616817452
4.068512835096224,4.071443520522836,4.10203100279527,4.177479359273287,4.306725119730557
4.076052641234961,4.079070029758654,4.111907822097494,4.192781387227504,4.330837818821489
4.084120800091975,4.08720710436403,4.122362762598149,4.208819658737167,4.355900083509854
4.092733055745666,4.095868118619841,4.133406660746558,4.225599884646312,4.3819078404353755
4.101904845080189,4.105066069068822,4.145049898677479,4.243127280566799,4.4088566493517005
4.111651298568344,4.114813578282076,4.1573024187328125,4.2614066044116266,4.43674177429258
4.121987241893855,4.125122899385161,4.170173738298527,4.28044219275469,4.465558250327711
4.132927198324905,4.136005921254605,4.183672964890095,4.300237996050195,4.495300946210682
4.1444853917606,4.1474741743058825,4.1978088114289305,4.320797612748569,4.525964623206949
4.156675750380757,4.159538836802764,4.212589611660454,4.342124322348633,4.557543990375787
4.169511910837114,4.17221074162587,4.228023335671399,4.364221117427975,4.590033756566581
4.18300722293084,4.185500383445194,4.244117605470231,4.387090734695108,4.6234286793769535
4.197174754727333,4.199417926247573,4.260879710599949,4.410735685108183,4.65772361130774
4.212027298064616,4.213973211175524,4.278316623757306,4.435158283105782,4.6929135433381
4.227577374416474,4.229175764638753,4.29643501639669,4.460360674995834,4.728993646132784
4.243837241075718,4.245034806663957,4.315241274300606,4.486344866548903,4.765959309083012
4.2608188976267645,4.261559259452397,4.334741513101928,4.513112749842112,4.8038061773723415
4.278534092680148,4.2787577561181305,4.354941593746013,4.540666129399857,4.8425301872494915
4.29699433084458,4.296638649582874,4.375847137883241,4.569006747677185,4.882127599681194
4.316210879914941,4.315210021606196,4.397463543184862,4.598136309931367,4.922595032549821
4.336194778256966,4.334479691932146,4.419795998576976,4.628056508526783,4.963929491552746
4.35695684237164,4.354455227535666,4.442849499389268,4.658769046717775,5.006128399953159
4.378507674624209,4.375143951954026,4.466628862416673,4.690275661953626,5.049189627325266
4.400857671124528,4.396552954690326,4.491138740893582,4.72257814874936,5.093111517430581
4.4240170297470165,4.41868910067762,4.516383639381418,4.755678381165526,5.137892915356209
4.447995758279927,4.441559039793692,4.542367928571572,4.789578334939695,5.183533194040675
4.472803682694903,4.465169216417712,4.569095860006684,4.824280109311923,5.230032280307995
4.49845045552896,4.489525879021183,4.596571580724171,4.85978594858604,5.277390680526198
4.524945564372068,4.5146350897865855,4.62479914782675,4.896098263468239,5.325609506002421
4.552298340454427,4.54050273424806,4.653782542985439,4.933219652224122,5.37469049822309
4.580517967328398,4.56713453094929,4.683525686881235,4.97115292169508,5.424636054044322
4.609613489640796,4.594536041114504,4.7140324535923135,5.009901108214674,5.475449250934845
4.639593821991942,4.622712678329179,4.745306684934161,5.04946749846552,5.527133872371043
4.670467757878512,4.65166971822766,4.777352204760648,5.089855650317093,5.5796944334815795
4.702243978717763,4.681412308185442,4.810172833234559,5.131069413684827,5.633136207037035
4.734931062951232,4.711945477014402,4.843772401076594,5.173112951450927,5.687465249878443
