D=0.0 (mm^2/w),D=0.1 (mm^2/w),D=0.2 (mm^2/w),D=0.3 (mm^2/w),D=0.4 (mm^2/w)
86.35961416081142,85.52549888285321,84.63533959716786,83.67019679047318,82.60434882466856
86.28684380459349,85.461668275938,84.58187121619822,83.62965769903697,82.5802776972255
86.21262740928279,85.39600732447262,84.52617701651225,83.58645149195748,82.55301587691707
86.13700878121676,85.3285728204175,84.46832774217295,83.54066447805555,82.52266777454643
86.06003023565499,85.25941953438374,84.40839154396208,83.49237974368901,82.48933387605334
85.9817326651929,85.18860030858235,84.34643409796763,83.44167729794279,82.45311091428748
85.90215560449579,85.11616614488057,84.28251871811632,83.38863421074961,82.41409203305169
85.82133729156406,85.04216628823303,84.21670646296266,83.33332474426794,82.37236694370368
85.73931472572825,84.96664830574214,84.14905623703126,83.27582047783282,82.32802207460409
85.65612372256115,84.88965816158763,84.07962488699611,83.21619042678516,82.28114071369637
85.5717989658832,84.81124028805321,84.00846729296656,83.15450115547324,82.23180314450019
85.48637405702716,84.7314376528652,83.93563645513701,83.09081688470947,82.18008677579499
85.39988156151828,84.6502918230468,83.86118357604494,83.0251995939539,82.12606626526433
85.31235305331721,84.56784302548031,83.78515813866903,82.95770911848491,82.069813637365
85.22381915676405,84.48413020435899,83.70760798058853,82.88840324180642,82.01139839567743
85.1343095863541,84.39919107570017,83.62857936441279,82.81733778352985,81.95088762998623
85.04385318446795,84.31306217908192,83.5481170446796,82.74456668295892,81.88834611833154
84.95247795717144,84.22577892675615,83.46626433141085,82.6701420785941,81.8238364242636
84.86021110819445,84.13737565028278,83.38306315050349,82.5941143837643,81.75741898952441
84.76707907119076,84.04788564482133,83.29855410112506,82.51653235858296,81.68915222237183
84.67310754037551,83.95734121120871,83.21277651027383,82.43744317841634,81.61909258175325
84.57832149963086,83.86577369594454,83.12576848465474,82.35689249904286,81.54729465752706
84.4827452501655,83.77321352919878,83.03756696001486,82.27492451867325,81.47381124692237
84.38640243680831,83.67969026094971,82.94820774807359,82.19158203699295,81.39869342741875
84.28931607301205,83.58523259535424,82.8577255811762,82.1069065113802,81.32199062622033
84.1915085646382,83.48986842344692,82.7661541547918,82.02093811044496,81.24375068649023
84.09300173259044,83.39362485425823,82.67352616797051,81.93371576502723,81.16401993050428
83.9938168343597,83.29652824443797,82.57987336186815,81.84527721678535,81.08284321987527
83.89397458454067,83.19860422646438,82.48522655644118,81.75565906449866,81.000264012992
83.79349517437566,83.09987773551543,82.3896156854084,81.66489680820224,80.91632441981072
83.69239829037888,83.00037303507376,82.29306982957128,81.57302489126523,80.83106525412963
83.59070313209078,82.90011374133353,82.19561724857918,81.48007674051858,80.74452608347117
83.4884284290097,82.79912284647286,82.0972854112214,81.3860848045322,80.6567452766905
83.38559245674462,82.69742274085236,81.99810102432312,81.29108059013663,80.56776004942265
